Cell,Number,Slice,Date,Sample,donor_id,Mouse date of birth,Mouse age,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,BICCN_cluster_label,RNA type confidence,RNA type top-3,ALMVISp top-3,Length (bp),Yield (pgµl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,BICCN_ontology_term_id,BICCN_subclass_label,disease_ontology_term_id,assay_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,development_stage_ontology_term_id,self_reported_ethnicity_ontology_term_id,sex_ontology_term_id,is_primary_data,organism_ontology_term_id,suspension_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage
20190712_sample_7,1071,20190712_slice_7,2019-07-12,Sample 7,mouse_XFBTK,2019-03-21,113,Viaat-Cre/wt; Ai9/wt,5,2/3,VIAAT+,499088,27866,32400,9,4824,Lamp5,Lamp5 Slc35d3,0.75,"Lamp5 Slc35d3 (75.1%), Lamp5 Pdlim5_2 (20.6%)",Lamp5 Lsp1 (99.0%),1799.0,97.28,Fede,34.0,345.8,130.1,569.9,1572.924,nan,nan,1.4396038293115891,75.1043874770403,0.9334303537659082,0.9907975791909428,0.16218959283617826,-27.063531801104546,1.12000000000001,0.0,-15.785755589604378,0.8046301524562395,0.007368294835680751,1.8377777777777773,1.1503803693261767,0.3945480968827738,217.96400371566415,152.36,41.120000000000026,32,6.9104494330240405,0.6762611434181593,0,-62.707034096866856,80.0,0.0,1.0559971762798686,0.0,0.8571428571428571,3.2408147387464803,19.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000065,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,16 weeks
20190715_sample_1,1072,20190715_slice_1,2019-07-15,Sample 1,mouse_DOFVQ,2019-05-18,58,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,2900739,88845,115664,9,9060,Lamp5,Lamp5 Slc35d3,0.88,"Lamp5 Slc35d3 (87.9%), Lamp5 Pdlim5_2 (10.6%)",Lamp5 Lsp1 (100.0%),1842.0,258.77,Fede,35.0,151.1,53.6,578.2,1595.832,y,nan,1.5591882113395996,72.62801751494408,0.960499191775183,0.9875787276933294,0.1668648589266402,-28.57667580246925,1.4800000000000089,0.0,-15.0582455098629,0.6491732566498918,0.01173887401007919,1.489254108723135,1.1905251705684774,0.4596551202315286,170.48253600051004,110.16,49.44000000000001,32,6.692375689114479,0.0,0,-93.59451099932194,200.0,0.0,1.0177139256325287,0.0,0.5714285714285714,4.107039516548831,21.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000052,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,8 weeks
20190715_sample_4,1073,20190715_slice_4,2019-07-15,Sample 4,mouse_DOFVQ,2019-05-18,58,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,1449758,621067,143994,9,10128,Lamp5,Lamp5 Slc35d3,0.96,Lamp5 Slc35d3 (95.6%),Lamp5 Lsp1 (100.0%),1943.0,276.52,Fede,30.0,223.9,79.4,552.0,1523.52,y,nan,1.4194987831346038,74.20151680707932,0.9449254772614328,0.9900687217966296,0.1581952735112254,-29.556423425674442,1.7599999999999838,0.0,-20.5700658261776,0.5625222807558594,0.0008356604848018472,1.2674581005586592,1.0847620782098994,0.18443979352192813,120.49332310472214,478.32000000000005,81.76,33,5.737163618662086,0.5439090566257931,0,-82.04790913015604,143.99999999999997,0.0,1.155841872704055,0.0,0.8461538461538461,4.829198591480661,9.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000052,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,8 weeks
20190715_sample_5,1074,20190715_slice_5,2019-07-15,Sample 5,mouse_XFSYB,2019-04-30,76,Vip-IRES-Cre/wt; Ai9/wt,2/3,5,VIP+,1989938,1072022,173639,9,10033,Vip,Vip Gpc3,0.99,Vip Gpc3 (99.4%),Vip Arhgap36 Hmcn1 (100.0%),1886.0,285.77,Fede,25.0,844.0,305.9,525.1,1449.276,nan,nan,1.0375590888175836,90.21377936005592,0.8057058995945047,0.9848373367894429,0.1368876697194201,-38.68041187524796,0.8799999999999919,0.0,-8.296385407447815,0.0,0.0015084808666534556,1.2123893805309722,1.0542189813560936,0.2642851836939513,230.75032543887696,39.760000000000026,23.24000000000001,28,4.837423697006038,1.2244231768196985,0,-65.89206135123968,40.0,0.0,1.0208021252249837,0.0,0.75,2.1232401426296192,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190715_sample_6,1075,20190715_slice_6,2019-07-15,Sample 6,mouse_DOFVQ,2019-05-18,58,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,1438205,1162816,126555,9,4845,Lamp5,Lamp5 Slc35d3,0.89,"Lamp5 Slc35d3 (89.4%), Lamp5 Pdlim5_2 (8.1%)",Lamp5 Lsp1 (100.0%),1709.0,153.57,Fede,30.0,271.7,100.1,534.1,1474.116,nan,nan,6.773710415014751,76.21791213750839,0.8852691713079802,0.9943462211941616,0.4005452103437397,-37.298399955034256,1.8399999999999528,0.0,-16.45638421177864,0.7383592017738358,0.007784289181128385,1.7104722792607798,1.1166922090129023,0.5516350198534828,253.94104283551368,556.44,60.07999999999999,24,8.232642812705105,1.137257690770241,0,-65.32805690914392,40.0,0.0,1.0914480846138166,0.0,1.0909090909090908,4.873229104264636,0.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000052,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,8 weeks
20190715_sample_7,1076,20190715_slice_7,2019-07-15,Sample 7,mouse_XFSYB,2019-04-30,76,Vip-IRES-Cre/wt; Ai9/wt,2/3,5,VIP+,1294998,834146,154718,9,9283,Vip,Vip Chat_1,0.76,"Vip Chat_1 (75.7%), Vip Mybpc1_3 (23.4%)",Vip Ptprt Pkp2 (100.0%),2009.0,221.31,Fede,20.0,527.3,188.8,621.7,1715.892,y,nan,2.2720398996089046,82.66369998455049,0.8682626385027671,0.9862877959357608,0.2241199700284472,-33.917181193828576,0.8799999999999919,0.0,-8.907079696655273,0.0,0.0012540972033668193,0.9107391910739179,1.0593380317178158,0.2484298332637481,245.329257633537,224.92000000000004,29.40000000000001,30,6.290845612475303,1.747801412101836,0,-63.53571535646915,24.838709677419356,0.0,1.0316064303060957,0.0,0.6666666666666666,2.3988627090667207,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190715_sample_8,1077,20190715_slice_8,2019-07-15,Sample 8,mouse_DOFVQ,2019-05-18,58,Viaat-Cre/wt; Ai9/wt,2/3,5,VIAAT+,512875,33276,41624,9,12633,Lamp5,Lamp5 Slc35d3,0.75,"Lamp5 Slc35d3 (74.9%), Lamp5 Pdlim5_2 (25.0%)",Lamp5 Lsp1 (100.0%),1927.0,260.84,Fede,45.0,493.6,182.7,586.8,1619.568,nan,nan,0.6324962204143804,73.81362654268743,0.9539670819470996,0.9937973582890652,0.10903134298249366,-28.48293818533421,1.4399999999999968,0.0,-16.643987968564037,0.3155663234403391,0.002185448595582219,1.4089609151572924,1.0802926706389482,0.2660306356037497,172.82478633274633,152.60000000000005,52.60000000000001,33,6.935581847194606,0.6737506908459778,0,-62.0051329664886,100.0,0.0,1.0440314320303836,0.0,0.8181818181818182,4.353889707001219,13.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000052,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,8 weeks
20190715_sample_9,1078,20190715_slice_9,2019-07-15,Sample 9,mouse_XFSYB,2019-04-30,76,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1403155,1124111,140647,9,10017,Vip,Vip Mybpc1_1,0.97,Vip Mybpc1_1 (96.6%),Vip Lmo1 Myl1 (99.0%),2028.0,175.43,Fede,25.0,669.8,245.1,593.4,1637.7839999999999,nan,nan,4.763894496768573,90.33479914069176,0.7347633345885269,0.9881926670419666,0.32444231379219873,-40.45739397406578,0.9199999999999764,0.0,-5.914829671382903,0.0,0.0015072070321938392,1.5298804780876516,1.068779534530645,0.26716746357197285,296.43567638347537,31.51999999999999,17.04,29,7.805658872103339,3.990320560235951,0,-62.07489870339632,40.0,0.0,1.0579617886896928,0.0,0.75,2.3261237145321445,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190715_sample_10,1079,20190715_slice_10,2019-07-15,Sample 10,mouse_XFSYB,2019-04-30,76,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,2595127,1372732,175927,9,10577,Sncg,Sncg Col14a1,0.68,"Sncg Col14a1 (68.3%), Vip Sncg (16.0%), Vip Serpinf1_2 (8.3%)",Serpinf1 Aqp5 Vip (96.0%),1890.0,222.63,Fede,20.0,845.2,304.6,574.0,1584.24,y,nan,8.986110889022381,89.87720310688019,0.8205998954125094,0.993672417337524,0.4842415378205965,-42.342640459537506,1.0400000000000131,2.3457221686840057,-3.850046545267105,0.5979247730220494,0.004237160868887851,1.6490963855421696,1.1171203709147324,0.4120032925218627,313.99034444491065,37.68000000000002,14.160000000000005,25,12.221180053802257,4.747748839037996,0,-59.41602079421282,40.0,56.639025828242225,1.1165684017582904,0.4696,0.8461538461538461,2.690365793055688,0.0,ILX:0770150,Sncg neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190715_sample_11,1080,20190715_slice_11,2019-07-15,Sample 11,mouse_DOFVQ,2019-05-18,58,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,787025,784916,105732,9,12254,Lamp5,Lamp5 Pdlim5_2,0.72,"Lamp5 Pdlim5_2 (71.9%), Lamp5 Slc35d3 (28.1%)","Lamp5 Lsp1 (80.0%), Lamp5 Plch2 Dock5 (20.0%)",2018.0,242.33,Fede,60.0,340.8,121.0,575.0,1587.0,y,nan,0.3382706816611011,76.8536999821663,0.8963187093308399,0.9880724593419647,0.06851571627029346,-30.95623105764389,1.2800000000000034,0.0,-13.05614411830902,0.4778862498127608,0.0010672529316837034,1.3088635127786834,1.128225002908116,0.21178197717652691,172.60662637899318,233.44,20.12,42,7.2188218488919285,2.703969870081238,0,-64.83656187951564,147.2,0.0,1.0885321853927543,0.0,1.0,3.47866676778777,16.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000052,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,8 weeks
20190716_sample_1,1081,20190716_slice_1,2019-07-16,Sample 1,mouse_OKHZS,2019-04-10,97,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,69628,67454,20668,9,3874,low quality,nan,,nan,nan,2077.0,29.53,Fede,40.0,1527.1,569.5,631.6,1743.2160000000001,nan,nan,2.454311970726672,88.15728314220905,0.8673564336112589,0.9955877157092526,0.2591873931774066,-59.77016687393189,0.8400000000000074,0.0,-6.765618920326233,0.0,0.000162513943376572,1.1538461538461524,1.0210423094756582,0.13338627769049335,207.1906919429699,37.6,22.08,66,8.834498089956941,10.410722642271011,4,-77.29353285580873,40.0,20.81490150600676,1.1384601653931383,0.18144000000000005,0.8571428571428571,1.6792075372622883,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20190716_sample_3,1082,20190716_slice_3,2019-07-16,Sample 3,mouse_OKHZS,2019-04-10,97,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,105195,12707,8492,9,6788,Sst,Sst Chodl,1.0,Sst Chodl (99.9%),Sst Chodl (100.0%),1684.0,55.02,Fede,44.0,1517.6,564.8,603.7,1666.2120000000002,nan,nan,5.4941892548489415,78.38915102183819,0.7308805812858594,0.9031613449409508,0.3571114306154116,-26.752600446343425,1.2399999999999909,6.825558841228485,-11.388981714844705,0.3531967721911856,0.03148088067890273,1.5922844175491675,1.3751130877409046,0.7093988725736368,508.8921342373941,49.00000000000002,11.720000000000008,10,21.653530176525628,5.691327491772668,0,-43.388538566976784,0.9523809523809492,49.603201245069435,1.0557322936889662,0.37611999999999995,0.42857142857142855,2.3047404320236993,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20190716_sample_5,1083,20190716_slice_5,2019-07-16,Sample 5,mouse_OKHZS,2019-04-10,97,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1104454,45353,61480,9,7540,Sst,Sst Th_3,0.56,"Sst Th_3 (56.4%), Pvalb Calb1_1 (18.3%), Pvalb Egfem1 (10.7%)",Pvalb Th Sst (96.0%),1784.0,144.09,Fede,60.0,1300.2,469.7,527.4,1455.624,nan,nan,0.40139792678377534,78.40125262737273,0.9077475961032676,0.9864747305532584,0.08226620787747388,-38.572397083044045,0.8400000000000074,0.0,-22.599626332521442,0.0,0.00046642334566379033,1.1952662721893492,1.0349603851937816,0.15480111765991966,266.46563890576357,49.52000000000001,17.920000000000005,31,6.7091835077520265,3.2526688831453257,0,-66.45720632076264,60.0,33.89172002732779,1.1322134948482314,0.29328000000000004,0.8235294117647058,1.7568567636963612,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20190716_sample_7,1084,20190716_slice_7,2019-07-16,Sample 7,mouse_MLEFZ,2019-04-14,93,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1354922,1045696,149696,9,10810,Vip,Vip Gpc3,0.82,"Vip Gpc3 (82.0%), Vip Chat_1 (16.9%)",Vip Gpc3 Slc18a3 (99.0%),1849.0,271.73,Fede,30.0,1019.4,370.8,617.3,1703.7479999999998,nan,nan,2.707061702288477,90.50673246383668,0.7595733114762159,0.9840112638626644,0.2427709331378096,-43.83844882249832,1.0399999999999854,0.0,-7.4482262134552,0.5709782504551115,0.0028313094586054355,1.5150501672240826,1.1180699733943502,0.31528871670672376,226.60872070491314,90.76,48.12,21,5.8023570023154445,1.8827252049737384,0,-70.60746287852527,40.0,0.0,1.0468213957701469,0.0,0.6153846153846154,2.229943930400737,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190716_sample_8,1085,20190716_slice_8,2019-07-16,Sample 8,mouse_MLEFZ,2019-04-14,93,Vip-IRES-Cre/wt; Ai9/wt,2/3,5,VIP-,1489536,1178022,140772,9,8935,Lamp5,Lamp5 Slc35d3,0.93,"Lamp5 Slc35d3 (92.6%), Lamp5 Pdlim5_2 (7.3%)",Lamp5 Lsp1 (100.0%),1722.0,216.56,Fede,25.0,484.4,174.3,582.6,1607.976,nan,nan,2.2583988870905354,75.1418974250555,0.9305900739356816,0.9899271141488648,0.2055392949851935,-27.971135452389717,1.0000000000000009,0.6317459046840668,-11.52682863175869,0.0,0.000633053373911905,1.6248962655601658,1.0872031384330598,0.18775073830092012,200.55838492761055,42.44000000000001,24.64000000000001,39,8.48490492744807,1.7087507248437532,0,-60.28194571435451,120.0,0.0,1.0634246370505889,0.0,0.9411764705882352,2.5597698990169198,5.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190716_sample_9,1086,20190716_slice_9,2019-07-16,Sample 9,mouse_MLEFZ,2019-04-14,93,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,579413,215829,78219,9,6620,Vip,Vip Gpc3,0.7,"Vip Gpc3 (69.6%), Vip C1ql1 (15.0%), Vip Htr1f (8.9%)","Vip Arhgap36 Hmcn1 (63.0%), Vip Gpc3 Slc18a3 (27.0%), Vip Ptprt Pkp2 (6.0%)",1683.0,124.05,Fede,16.0,827.7,281.5,611.3,1687.1879999999999,y,nan,1.7175310875878882,89.64873105287552,0.6136114278365549,0.98639020373629,0.17171533413651202,-39.367031306028366,1.2000000000000066,0.0,-5.061160773038863,0.6208939149165327,0.0042066381185036136,1.5298507462686557,1.1642692209959684,0.3366625388569564,225.2398188288013,52.00000000000002,29.04000000000001,16,4.859991172991305,0.506338299023497,0,-69.45462127774954,60.0,0.0,1.0049825912394839,0.0,0.6,2.513915302923091,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190717_sample_1,1087,20190717_slice_1,2019-07-17,Sample 1,mouse_VDSTA,2019-04-10,98,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2245103,2292571,401952,9,12283,Sst,Sst Etv1,0.53,"Sst Etv1 (53.1%), Sst Myh8_1 (40.9%), Sst Myh8_2 (5.3%)","Sst Chrna2 Glra3 (69.0%), Sst Myh8 Etv1  (16.0%), Sst Chrna2 Ptgdr (12.0%)",1952.0,243.64,Fede,40.0,979.9,349.6,597.2,1648.2720000000002,nan,nan,0.7100597881352666,87.1436558663845,0.8518764884980676,0.9888402162368328,0.11397483025686185,-43.00127923488617,0.9599999999999886,0.0,-10.154776275157927,0.4338709677419357,0.0013901998857173954,1.2518796992481191,1.0836672861024828,0.2528409399339973,366.9522593170405,77.39999999999998,51.28000000000002,28,17.489854760218222,6.491021668793322,0,-68.5720355913043,40.0,69.2229286620021,1.1911679799030028,0.50276,0.6875,2.0808088864148773,1.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000058,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,14 weeks
20190717_sample_2,1088,20190717_slice_2,2019-07-17,Sample 2,mouse_VDSTA,2019-04-10,98,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1401721,1806947,221263,9,12681,Sst,Sst Th_3,0.93,"Sst Th_3 (93.3%), Sst C1ql3_1 (3.1%)",Sst Nts (100.0%),2015.0,277.75,Fede,40.0,1350.9,491.8,569.7,1572.372,nan,nan,0.10737642456937806,76.13771408796309,0.936527770898282,0.9906744197034364,0.05068612551842695,-34.595821052789695,1.0000000000000009,0.0,-14.408860355615616,0.0,0.0008156003492807572,1.2620041753653437,1.0643476349683842,0.2053503732993564,328.51957013954717,50.32,26.36,31,10.742081622451117,2.993066983407076,0,-62.86112942174077,40.83333333333334,45.63004885762906,1.0692070083720673,0.37304,0.7222222222222222,2.106834845237251,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000058,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,14 weeks
20190717_sample_3,1089,20190717_slice_3,2019-07-17,Sample 3,mouse_VDSTA,2019-04-10,98,Sst-IRES-Cre/wt; Ai9/wt,5,6,SST+,1995976,1600061,253906,9,11557,Sst,Sst Crhr2_1,0.99,Sst Crhr2_1 (98.6%),Sst Crh 4930553C11Rik  (100.0%),2114.0,216.57,Fede,40.0,1218.3,434.7,578.0,1595.28,nan,nan,0.9237155739575053,89.48937058448792,0.9481616289767316,0.9928807523605698,0.12550599863796194,-32.186008989810944,0.7999999999999674,0.0,-16.09737053513527,0.0,0.0003667818537443554,1.2440758293838878,1.0303895751289094,0.15386029846428134,178.74529667819542,251.68,43.8,39,12.768677484694365,9.938165336077011,0,-56.94447791203857,51.03448275862069,42.626750104278436,1.4676635761508516,0.4614800000000001,0.8571428571428571,1.6723195709637964,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000058,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,14 weeks
20190718_sample_1,1090,20190718_slice_1,2019-07-18,Sample 1,mouse_TQLOA,2019-02-28,140,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1270201,59387,69998,9,7934,Vip,Vip Gpc3,0.77,"Vip Gpc3 (77.0%), Vip Mybpc1_3 (6.9%), Vip Htr1f (5.6%)","Vip Arhgap36 Hmcn1 (92.0%), Vip Gpc3 Slc18a3 (8.0%)",1877.0,90.83,Fede,25.0,1037.5,381.3,565.3,1560.2279999999998,nan,nan,2.492159976601374,94.70973536372185,0.7353996475316211,0.9620747792050544,0.20746395044840346,-46.742454171180725,1.36,0.0,-10.95714420080185,0.1983122362869195,0.015165014400485075,1.7163947163947155,1.4683422673986644,0.5085391967251064,266.22540152569604,92.0,45.00000000000002,10,5.60841102601925,1.85015025850565,0,-78.26442755013704,40.0,0.0,1.0141848976666996,0.0,0.6666666666666666,2.6805831932213637,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000070,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,20 weeks
20190718_sample_2,1091,20190718_slice_2,2019-07-18,Sample 2,mouse_TQLOA,2019-02-28,140,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,2556909,1833007,266448,9,12912,CT,L6b Ror1,0.83,"L6b Ror1 (82.6%), L6b Kcnip1 (17.0%)",L6b P2ry12 (100.0%),2405.0,275.91,Fede,25.0,1352.8,490.5,522.3,1441.5479999999998,y,nan,4.242579512775743,103.2559648156166,0.8336359428581533,0.992447217753918,0.28011036835982206,-49.569856375455856,1.600000000000004,0.0,-4.083581268787384,0.0,0.0005527801502627441,1.0977653631284925,1.0251837556580243,0.18502479585146608,730.8678589016197,21.680000000000003,16.72,38,17.122597521765226,13.747918694833109,7,-66.27364669144154,20.0,69.10739076405828,1.0799716057257385,0.5125200000000001,0.85,4.116027243224136,0.0,ILX:0770163,L6b neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000070,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,20 weeks
20190718_sample_3,1092,20190718_slice_3,2019-07-18,Sample 3,mouse_TQLOA,2019-02-28,140,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,2646454,2815313,305298,9,13762,CT,L6b Kcnip1,0.95,"L6b Kcnip1 (94.6%), L6b Ror1 (5.1%)","L6b Hsd17b2 (64.0%), L6b P2ry12 (36.0%)",2397.0,329.0,Fede,25.0,1472.4,537.9,574.9,1586.724,y,nan,5.247263022410016,96.89934551715851,0.8502461099034173,0.96748424226303,0.3355366301756135,-42.556736618280404,1.9600000000000173,0.0,-5.6506432592868805,0.15571985835223814,0.0012797360206576694,1.3506637168141586,1.0547329830505243,0.18138143749759256,481.31908031801385,57.240000000000016,31.159999999999997,16,35.03905024414162,9.25225564609024,1,-57.34243733882904,20.0,51.89050172194788,1.323258041830384,0.4946400000000001,0.7777777777777778,5.839497222842361,0.0,ILX:0770163,L6b neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000070,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,20 weeks
20190718_sample_4,1093,20190718_slice_4,2019-07-18,Sample 4,mouse_TQLOA,2019-02-28,140,Vip-IRES-Cre/wt; Ai9/wt,5,6,VIP+,1835551,934969,131418,9,10437,Vip,Vip C1ql1,0.98,Vip C1ql1 (97.9%),Vip Pygm C1ql1 (100.0%),2177.0,155.24,Fede,25.0,1117.5,401.8,533.0,1471.08,nan,nan,0.4262457225672092,91.8845385313034,0.7729421824485009,0.991712192790244,0.08294932732679706,-38.354787975549705,0.920000000000004,0.0,-11.452648788690569,0.28549141965678604,0.00043403390941108936,1.4759825327510934,1.0416706602483337,0.1482689893069228,494.7332147012155,36.040000000000006,15.440000000000007,30,5.593459381259519,0.7108375381540242,0,-62.33364350795746,20.0,0.0,1.013298875315604,0.0,0.7647058823529411,1.8733573807755568,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000070,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,20 weeks
